,consumption,interval_start,interval_end,unit,type,data_source
18991,0.117,2023-05-31T08:30:00+01:00,2023-05-31T09:00:00+01:00,kwh,electrity,octopus_api
18992,0.125,2023-05-31T08:00:00+01:00,2023-05-31T08:30:00+01:00,kwh,electrity,octopus_api
18993,0.116,2023-05-31T07:30:00+01:00,2023-05-31T08:00:00+01:00,kwh,electrity,octopus_api
18994,0.12,2023-05-31T07:00:00+01:00,2023-05-31T07:30:00+01:00,kwh,electrity,octopus_api
18995,0.129,2023-05-31T06:30:00+01:00,2023-05-31T07:00:00+01:00,kwh,electrity,octopus_api
18996,0.753,2023-05-31T06:00:00+01:00,2023-05-31T06:30:00+01:00,kwh,electrity,octopus_api
18997,0.106,2023-05-31T05:30:00+01:00,2023-05-31T06:00:00+01:00,kwh,electrity,octopus_api
18998,0.133,2023-05-31T05:00:00+01:00,2023-05-31T05:30:00+01:00,kwh,electrity,octopus_api
18999,0.111,2023-05-31T04:30:00+01:00,2023-05-31T05:00:00+01:00,kwh,electrity,octopus_api
19000,0.126,2023-05-31T04:00:00+01:00,2023-05-31T04:30:00+01:00,kwh,electrity,octopus_api
19001,0.116,2023-05-31T03:30:00+01:00,2023-05-31T04:00:00+01:00,kwh,electrity,octopus_api
19002,0.121,2023-05-31T03:00:00+01:00,2023-05-31T03:30:00+01:00,kwh,electrity,octopus_api
19003,0.134,2023-05-31T02:30:00+01:00,2023-05-31T03:00:00+01:00,kwh,electrity,octopus_api
19004,0.106,2023-05-31T02:00:00+01:00,2023-05-31T02:30:00+01:00,kwh,electrity,octopus_api
19005,0.144,2023-05-31T01:30:00+01:00,2023-05-31T02:00:00+01:00,kwh,electrity,octopus_api
19006,1.369,2023-05-31T01:00:00+01:00,2023-05-31T01:30:00+01:00,kwh,electrity,octopus_api
19007,3.976,2023-05-31T00:30:00+01:00,2023-05-31T01:00:00+01:00,kwh,electrity,octopus_api
19008,4.063,2023-05-31T00:00:00+01:00,2023-05-31T00:30:00+01:00,kwh,electrity,octopus_api
19009,3.968,2023-05-30T23:30:00+01:00,2023-05-31T00:00:00+01:00,kwh,electrity,octopus_api
19010,3.964,2023-05-30T23:00:00+01:00,2023-05-30T23:30:00+01:00,kwh,electrity,octopus_api
19011,4.101,2023-05-30T22:30:00+01:00,2023-05-30T23:00:00+01:00,kwh,electrity,octopus_api
19012,4.294,2023-05-30T22:00:00+01:00,2023-05-30T22:30:00+01:00,kwh,electrity,octopus_api
19013,3.944,2023-05-30T21:30:00+01:00,2023-05-30T22:00:00+01:00,kwh,electrity,octopus_api
19014,0.243,2023-05-30T21:00:00+01:00,2023-05-30T21:30:00+01:00,kwh,electrity,octopus_api
19015,1.967,2023-05-30T20:30:00+01:00,2023-05-30T21:00:00+01:00,kwh,electrity,octopus_api
19016,1.844,2023-05-30T20:00:00+01:00,2023-05-30T20:30:00+01:00,kwh,electrity,octopus_api
19017,0.738,2023-05-30T19:30:00+01:00,2023-05-30T20:00:00+01:00,kwh,electrity,octopus_api
19018,0.264,2023-05-30T19:00:00+01:00,2023-05-30T19:30:00+01:00,kwh,electrity,octopus_api
19019,0.459,2023-05-30T18:30:00+01:00,2023-05-30T19:00:00+01:00,kwh,electrity,octopus_api
19020,0.866,2023-05-30T18:00:00+01:00,2023-05-30T18:30:00+01:00,kwh,electrity,octopus_api
19021,0.818,2023-05-30T17:30:00+01:00,2023-05-30T18:00:00+01:00,kwh,electrity,octopus_api
19022,0.595,2023-05-30T17:00:00+01:00,2023-05-30T17:30:00+01:00,kwh,electrity,octopus_api
19023,0.362,2023-05-30T16:30:00+01:00,2023-05-30T17:00:00+01:00,kwh,electrity,octopus_api
19024,0.322,2023-05-30T16:00:00+01:00,2023-05-30T16:30:00+01:00,kwh,electrity,octopus_api
19025,0.296,2023-05-30T15:30:00+01:00,2023-05-30T16:00:00+01:00,kwh,electrity,octopus_api
19026,0.257,2023-05-30T15:00:00+01:00,2023-05-30T15:30:00+01:00,kwh,electrity,octopus_api
19027,0.236,2023-05-30T14:30:00+01:00,2023-05-30T15:00:00+01:00,kwh,electrity,octopus_api
19028,0.308,2023-05-30T14:00:00+01:00,2023-05-30T14:30:00+01:00,kwh,electrity,octopus_api
19029,0.341,2023-05-30T13:30:00+01:00,2023-05-30T14:00:00+01:00,kwh,electrity,octopus_api
19030,0.385,2023-05-30T13:00:00+01:00,2023-05-30T13:30:00+01:00,kwh,electrity,octopus_api
19031,0.299,2023-05-30T12:30:00+01:00,2023-05-30T13:00:00+01:00,kwh,electrity,octopus_api
19032,0.269,2023-05-30T12:00:00+01:00,2023-05-30T12:30:00+01:00,kwh,electrity,octopus_api
19033,0.226,2023-05-30T11:30:00+01:00,2023-05-30T12:00:00+01:00,kwh,electrity,octopus_api
19034,0.135,2023-05-30T11:00:00+01:00,2023-05-30T11:30:00+01:00,kwh,electrity,octopus_api
19035,0.124,2023-05-30T10:30:00+01:00,2023-05-30T11:00:00+01:00,kwh,electrity,octopus_api
19036,0.159,2023-05-30T10:00:00+01:00,2023-05-30T10:30:00+01:00,kwh,electrity,octopus_api
19037,0.134,2023-05-30T09:30:00+01:00,2023-05-30T10:00:00+01:00,kwh,electrity,octopus_api
19038,0.214,2023-05-30T09:00:00+01:00,2023-05-30T09:30:00+01:00,kwh,electrity,octopus_api
19039,0.431,2023-05-30T08:30:00+01:00,2023-05-30T09:00:00+01:00,kwh,electrity,octopus_api
19040,1.616,2023-05-30T08:00:00+01:00,2023-05-30T08:30:00+01:00,kwh,electrity,octopus_api
19041,0.298,2023-05-30T07:30:00+01:00,2023-05-30T08:00:00+01:00,kwh,electrity,octopus_api
19042,0.116,2023-05-30T07:00:00+01:00,2023-05-30T07:30:00+01:00,kwh,electrity,octopus_api
19043,0.293,2023-05-30T06:30:00+01:00,2023-05-30T07:00:00+01:00,kwh,electrity,octopus_api
19044,0.105,2023-05-30T06:00:00+01:00,2023-05-30T06:30:00+01:00,kwh,electrity,octopus_api
19045,0.133,2023-05-30T05:30:00+01:00,2023-05-30T06:00:00+01:00,kwh,electrity,octopus_api
19046,0.099,2023-05-30T05:00:00+01:00,2023-05-30T05:30:00+01:00,kwh,electrity,octopus_api
19047,0.123,2023-05-30T04:30:00+01:00,2023-05-30T05:00:00+01:00,kwh,electrity,octopus_api
19048,0.109,2023-05-30T04:00:00+01:00,2023-05-30T04:30:00+01:00,kwh,electrity,octopus_api
19049,0.115,2023-05-30T03:30:00+01:00,2023-05-30T04:00:00+01:00,kwh,electrity,octopus_api
19050,0.132,2023-05-30T03:00:00+01:00,2023-05-30T03:30:00+01:00,kwh,electrity,octopus_api
19051,0.096,2023-05-30T02:30:00+01:00,2023-05-30T03:00:00+01:00,kwh,electrity,octopus_api
19052,0.139,2023-05-30T02:00:00+01:00,2023-05-30T02:30:00+01:00,kwh,electrity,octopus_api
19053,0.094,2023-05-30T01:30:00+01:00,2023-05-30T02:00:00+01:00,kwh,electrity,octopus_api
19054,0.144,2023-05-30T01:00:00+01:00,2023-05-30T01:30:00+01:00,kwh,electrity,octopus_api
19055,0.117,2023-05-30T00:30:00+01:00,2023-05-30T01:00:00+01:00,kwh,electrity,octopus_api
19056,0.138,2023-05-30T00:00:00+01:00,2023-05-30T00:30:00+01:00,kwh,electrity,octopus_api
19057,0.308,2023-05-29T23:30:00+01:00,2023-05-30T00:00:00+01:00,kwh,electrity,octopus_api
19058,0.168,2023-05-29T23:00:00+01:00,2023-05-29T23:30:00+01:00,kwh,electrity,octopus_api
19059,0.208,2023-05-29T22:30:00+01:00,2023-05-29T23:00:00+01:00,kwh,electrity,octopus_api
19060,0.501,2023-05-29T22:00:00+01:00,2023-05-29T22:30:00+01:00,kwh,electrity,octopus_api
19061,0.323,2023-05-29T21:30:00+01:00,2023-05-29T22:00:00+01:00,kwh,electrity,octopus_api
19062,0.313,2023-05-29T21:00:00+01:00,2023-05-29T21:30:00+01:00,kwh,electrity,octopus_api
19063,1.569,2023-05-29T20:30:00+01:00,2023-05-29T21:00:00+01:00,kwh,electrity,octopus_api
19064,0.116,2023-05-29T20:00:00+01:00,2023-05-29T20:30:00+01:00,kwh,electrity,octopus_api
19065,0.143,2023-05-29T19:30:00+01:00,2023-05-29T20:00:00+01:00,kwh,electrity,octopus_api
19066,0.096,2023-05-29T19:00:00+01:00,2023-05-29T19:30:00+01:00,kwh,electrity,octopus_api
19067,0.297,2023-05-29T18:30:00+01:00,2023-05-29T19:00:00+01:00,kwh,electrity,octopus_api
19068,0.385,2023-05-29T18:00:00+01:00,2023-05-29T18:30:00+01:00,kwh,electrity,octopus_api
19069,0.374,2023-05-29T17:30:00+01:00,2023-05-29T18:00:00+01:00,kwh,electrity,octopus_api
19070,0.13,2023-05-29T17:00:00+01:00,2023-05-29T17:30:00+01:00,kwh,electrity,octopus_api
19071,0.257,2023-05-29T16:30:00+01:00,2023-05-29T17:00:00+01:00,kwh,electrity,octopus_api
19072,0.197,2023-05-29T16:00:00+01:00,2023-05-29T16:30:00+01:00,kwh,electrity,octopus_api
19073,0.183,2023-05-29T15:30:00+01:00,2023-05-29T16:00:00+01:00,kwh,electrity,octopus_api
19074,0.142,2023-05-29T15:00:00+01:00,2023-05-29T15:30:00+01:00,kwh,electrity,octopus_api
19075,0.201,2023-05-29T14:30:00+01:00,2023-05-29T15:00:00+01:00,kwh,electrity,octopus_api
19076,0.22,2023-05-29T14:00:00+01:00,2023-05-29T14:30:00+01:00,kwh,electrity,octopus_api
19077,0.146,2023-05-29T13:30:00+01:00,2023-05-29T14:00:00+01:00,kwh,electrity,octopus_api
19078,0.433,2023-05-29T13:00:00+01:00,2023-05-29T13:30:00+01:00,kwh,electrity,octopus_api
19079,1.305,2023-05-29T12:30:00+01:00,2023-05-29T13:00:00+01:00,kwh,electrity,octopus_api
19080,0.524,2023-05-29T12:00:00+01:00,2023-05-29T12:30:00+01:00,kwh,electrity,octopus_api
19081,0.271,2023-05-29T11:30:00+01:00,2023-05-29T12:00:00+01:00,kwh,electrity,octopus_api
19082,0.248,2023-05-29T11:00:00+01:00,2023-05-29T11:30:00+01:00,kwh,electrity,octopus_api
19083,0.588,2023-05-29T10:30:00+01:00,2023-05-29T11:00:00+01:00,kwh,electrity,octopus_api
19084,0.307,2023-05-29T10:00:00+01:00,2023-05-29T10:30:00+01:00,kwh,electrity,octopus_api
19085,0.165,2023-05-29T09:30:00+01:00,2023-05-29T10:00:00+01:00,kwh,electrity,octopus_api
19086,0.179,2023-05-29T09:00:00+01:00,2023-05-29T09:30:00+01:00,kwh,electrity,octopus_api
19087,0.151,2023-05-29T08:30:00+01:00,2023-05-29T09:00:00+01:00,kwh,electrity,octopus_api
19088,0.204,2023-05-29T08:00:00+01:00,2023-05-29T08:30:00+01:00,kwh,electrity,octopus_api
19089,0.09,2023-05-29T07:30:00+01:00,2023-05-29T08:00:00+01:00,kwh,electrity,octopus_api
19090,0.253,2023-05-29T07:00:00+01:00,2023-05-29T07:30:00+01:00,kwh,electrity,octopus_api
19091,0.104,2023-05-29T06:30:00+01:00,2023-05-29T07:00:00+01:00,kwh,electrity,octopus_api
19092,0.118,2023-05-29T06:00:00+01:00,2023-05-29T06:30:00+01:00,kwh,electrity,octopus_api
19093,0.106,2023-05-29T05:30:00+01:00,2023-05-29T06:00:00+01:00,kwh,electrity,octopus_api
19094,0.112,2023-05-29T05:00:00+01:00,2023-05-29T05:30:00+01:00,kwh,electrity,octopus_api
19095,0.112,2023-05-29T04:30:00+01:00,2023-05-29T05:00:00+01:00,kwh,electrity,octopus_api
19096,0.11,2023-05-29T04:00:00+01:00,2023-05-29T04:30:00+01:00,kwh,electrity,octopus_api
19097,0.114,2023-05-29T03:30:00+01:00,2023-05-29T04:00:00+01:00,kwh,electrity,octopus_api
19098,0.106,2023-05-29T03:00:00+01:00,2023-05-29T03:30:00+01:00,kwh,electrity,octopus_api
19099,0.138,2023-05-29T02:30:00+01:00,2023-05-29T03:00:00+01:00,kwh,electrity,octopus_api
19100,0.088,2023-05-29T02:00:00+01:00,2023-05-29T02:30:00+01:00,kwh,electrity,octopus_api
19101,0.133,2023-05-29T01:30:00+01:00,2023-05-29T02:00:00+01:00,kwh,electrity,octopus_api
19102,0.101,2023-05-29T01:00:00+01:00,2023-05-29T01:30:00+01:00,kwh,electrity,octopus_api
19103,0.117,2023-05-29T00:30:00+01:00,2023-05-29T01:00:00+01:00,kwh,electrity,octopus_api
19104,0.122,2023-05-29T00:00:00+01:00,2023-05-29T00:30:00+01:00,kwh,electrity,octopus_api
19105,0.246,2023-05-28T23:30:00+01:00,2023-05-29T00:00:00+01:00,kwh,electrity,octopus_api
19106,0.166,2023-05-28T23:00:00+01:00,2023-05-28T23:30:00+01:00,kwh,electrity,octopus_api
19107,0.19,2023-05-28T22:30:00+01:00,2023-05-28T23:00:00+01:00,kwh,electrity,octopus_api
19108,0.94,2023-05-28T22:00:00+01:00,2023-05-28T22:30:00+01:00,kwh,electrity,octopus_api
19109,1.05,2023-05-28T21:30:00+01:00,2023-05-28T22:00:00+01:00,kwh,electrity,octopus_api
19110,1.316,2023-05-28T21:00:00+01:00,2023-05-28T21:30:00+01:00,kwh,electrity,octopus_api
19111,1.597,2023-05-28T20:30:00+01:00,2023-05-28T21:00:00+01:00,kwh,electrity,octopus_api
19112,0.106,2023-05-28T20:00:00+01:00,2023-05-28T20:30:00+01:00,kwh,electrity,octopus_api
19113,0.119,2023-05-28T19:30:00+01:00,2023-05-28T20:00:00+01:00,kwh,electrity,octopus_api
19114,0.107,2023-05-28T19:00:00+01:00,2023-05-28T19:30:00+01:00,kwh,electrity,octopus_api
19115,0.121,2023-05-28T18:30:00+01:00,2023-05-28T19:00:00+01:00,kwh,electrity,octopus_api
19116,0.105,2023-05-28T18:00:00+01:00,2023-05-28T18:30:00+01:00,kwh,electrity,octopus_api
19117,0.11,2023-05-28T17:30:00+01:00,2023-05-28T18:00:00+01:00,kwh,electrity,octopus_api
19118,0.135,2023-05-28T17:00:00+01:00,2023-05-28T17:30:00+01:00,kwh,electrity,octopus_api
19119,0.089,2023-05-28T16:30:00+01:00,2023-05-28T17:00:00+01:00,kwh,electrity,octopus_api
19120,0.138,2023-05-28T16:00:00+01:00,2023-05-28T16:30:00+01:00,kwh,electrity,octopus_api
19121,0.1,2023-05-28T15:30:00+01:00,2023-05-28T16:00:00+01:00,kwh,electrity,octopus_api
19122,0.119,2023-05-28T15:00:00+01:00,2023-05-28T15:30:00+01:00,kwh,electrity,octopus_api
19123,0.116,2023-05-28T14:30:00+01:00,2023-05-28T15:00:00+01:00,kwh,electrity,octopus_api
19124,0.099,2023-05-28T14:00:00+01:00,2023-05-28T14:30:00+01:00,kwh,electrity,octopus_api
19125,0.126,2023-05-28T13:30:00+01:00,2023-05-28T14:00:00+01:00,kwh,electrity,octopus_api
19126,0.107,2023-05-28T13:00:00+01:00,2023-05-28T13:30:00+01:00,kwh,electrity,octopus_api
19127,0.119,2023-05-28T12:30:00+01:00,2023-05-28T13:00:00+01:00,kwh,electrity,octopus_api
19128,0.107,2023-05-28T12:00:00+01:00,2023-05-28T12:30:00+01:00,kwh,electrity,octopus_api
19129,0.125,2023-05-28T11:30:00+01:00,2023-05-28T12:00:00+01:00,kwh,electrity,octopus_api
19130,0.099,2023-05-28T11:00:00+01:00,2023-05-28T11:30:00+01:00,kwh,electrity,octopus_api
19131,0.125,2023-05-28T10:30:00+01:00,2023-05-28T11:00:00+01:00,kwh,electrity,octopus_api
19132,0.545,2023-05-28T10:00:00+01:00,2023-05-28T10:30:00+01:00,kwh,electrity,octopus_api
19133,0.139,2023-05-28T09:30:00+01:00,2023-05-28T10:00:00+01:00,kwh,electrity,octopus_api
19134,0.741,2023-05-28T09:00:00+01:00,2023-05-28T09:30:00+01:00,kwh,electrity,octopus_api
19135,1.658,2023-05-28T08:30:00+01:00,2023-05-28T09:00:00+01:00,kwh,electrity,octopus_api
19136,0.171,2023-05-28T08:00:00+01:00,2023-05-28T08:30:00+01:00,kwh,electrity,octopus_api
19137,0.663,2023-05-28T07:30:00+01:00,2023-05-28T08:00:00+01:00,kwh,electrity,octopus_api
19138,0.219,2023-05-28T07:00:00+01:00,2023-05-28T07:30:00+01:00,kwh,electrity,octopus_api
19139,0.107,2023-05-28T06:30:00+01:00,2023-05-28T07:00:00+01:00,kwh,electrity,octopus_api
19140,0.116,2023-05-28T06:00:00+01:00,2023-05-28T06:30:00+01:00,kwh,electrity,octopus_api
19141,0.107,2023-05-28T05:30:00+01:00,2023-05-28T06:00:00+01:00,kwh,electrity,octopus_api
19142,0.139,2023-05-28T05:00:00+01:00,2023-05-28T05:30:00+01:00,kwh,electrity,octopus_api
19143,0.141,2023-05-28T04:30:00+01:00,2023-05-28T05:00:00+01:00,kwh,electrity,octopus_api
19144,0.159,2023-05-28T04:00:00+01:00,2023-05-28T04:30:00+01:00,kwh,electrity,octopus_api
19145,0.11,2023-05-28T03:30:00+01:00,2023-05-28T04:00:00+01:00,kwh,electrity,octopus_api
19146,0.109,2023-05-28T03:00:00+01:00,2023-05-28T03:30:00+01:00,kwh,electrity,octopus_api
19147,0.137,2023-05-28T02:30:00+01:00,2023-05-28T03:00:00+01:00,kwh,electrity,octopus_api
19148,0.087,2023-05-28T02:00:00+01:00,2023-05-28T02:30:00+01:00,kwh,electrity,octopus_api
19149,0.139,2023-05-28T01:30:00+01:00,2023-05-28T02:00:00+01:00,kwh,electrity,octopus_api
19150,0.1,2023-05-28T01:00:00+01:00,2023-05-28T01:30:00+01:00,kwh,electrity,octopus_api
19151,0.34,2023-05-28T00:30:00+01:00,2023-05-28T01:00:00+01:00,kwh,electrity,octopus_api
19152,4.025,2023-05-28T00:00:00+01:00,2023-05-28T00:30:00+01:00,kwh,electrity,octopus_api
19153,3.96,2023-05-27T23:30:00+01:00,2023-05-28T00:00:00+01:00,kwh,electrity,octopus_api
19154,3.929,2023-05-27T23:00:00+01:00,2023-05-27T23:30:00+01:00,kwh,electrity,octopus_api
19155,3.954,2023-05-27T22:30:00+01:00,2023-05-27T23:00:00+01:00,kwh,electrity,octopus_api
19156,4.342,2023-05-27T22:00:00+01:00,2023-05-27T22:30:00+01:00,kwh,electrity,octopus_api
19157,3.918,2023-05-27T21:30:00+01:00,2023-05-27T22:00:00+01:00,kwh,electrity,octopus_api
19158,0.387,2023-05-27T21:00:00+01:00,2023-05-27T21:30:00+01:00,kwh,electrity,octopus_api
19159,1.568,2023-05-27T20:30:00+01:00,2023-05-27T21:00:00+01:00,kwh,electrity,octopus_api
19160,0.136,2023-05-27T20:00:00+01:00,2023-05-27T20:30:00+01:00,kwh,electrity,octopus_api
19161,0.136,2023-05-27T19:30:00+01:00,2023-05-27T20:00:00+01:00,kwh,electrity,octopus_api
19162,0.119,2023-05-27T19:00:00+01:00,2023-05-27T19:30:00+01:00,kwh,electrity,octopus_api
19163,0.337,2023-05-27T18:30:00+01:00,2023-05-27T19:00:00+01:00,kwh,electrity,octopus_api
19164,0.575,2023-05-27T18:00:00+01:00,2023-05-27T18:30:00+01:00,kwh,electrity,octopus_api
19165,0.595,2023-05-27T17:30:00+01:00,2023-05-27T18:00:00+01:00,kwh,electrity,octopus_api
19166,0.184,2023-05-27T17:00:00+01:00,2023-05-27T17:30:00+01:00,kwh,electrity,octopus_api
19167,0.181,2023-05-27T16:30:00+01:00,2023-05-27T17:00:00+01:00,kwh,electrity,octopus_api
19168,0.196,2023-05-27T16:00:00+01:00,2023-05-27T16:30:00+01:00,kwh,electrity,octopus_api
19169,0.12,2023-05-27T15:30:00+01:00,2023-05-27T16:00:00+01:00,kwh,electrity,octopus_api
19170,0.123,2023-05-27T15:00:00+01:00,2023-05-27T15:30:00+01:00,kwh,electrity,octopus_api
19171,0.161,2023-05-27T14:30:00+01:00,2023-05-27T15:00:00+01:00,kwh,electrity,octopus_api
19172,0.23,2023-05-27T14:00:00+01:00,2023-05-27T14:30:00+01:00,kwh,electrity,octopus_api
19173,0.233,2023-05-27T13:30:00+01:00,2023-05-27T14:00:00+01:00,kwh,electrity,octopus_api
19174,0.298,2023-05-27T13:00:00+01:00,2023-05-27T13:30:00+01:00,kwh,electrity,octopus_api
19175,0.663,2023-05-27T12:30:00+01:00,2023-05-27T13:00:00+01:00,kwh,electrity,octopus_api
19176,0.927,2023-05-27T12:00:00+01:00,2023-05-27T12:30:00+01:00,kwh,electrity,octopus_api
19177,1.245,2023-05-27T11:30:00+01:00,2023-05-27T12:00:00+01:00,kwh,electrity,octopus_api
19178,0.166,2023-05-27T11:00:00+01:00,2023-05-27T11:30:00+01:00,kwh,electrity,octopus_api
19179,0.212,2023-05-27T10:30:00+01:00,2023-05-27T11:00:00+01:00,kwh,electrity,octopus_api
19180,0.102,2023-05-27T10:00:00+01:00,2023-05-27T10:30:00+01:00,kwh,electrity,octopus_api
19181,0.135,2023-05-27T09:30:00+01:00,2023-05-27T10:00:00+01:00,kwh,electrity,octopus_api
19182,0.102,2023-05-27T09:00:00+01:00,2023-05-27T09:30:00+01:00,kwh,electrity,octopus_api
19183,0.147,2023-05-27T08:30:00+01:00,2023-05-27T09:00:00+01:00,kwh,electrity,octopus_api
19184,0.122,2023-05-27T08:00:00+01:00,2023-05-27T08:30:00+01:00,kwh,electrity,octopus_api
19185,0.181,2023-05-27T07:30:00+01:00,2023-05-27T08:00:00+01:00,kwh,electrity,octopus_api
19186,0.227,2023-05-27T07:00:00+01:00,2023-05-27T07:30:00+01:00,kwh,electrity,octopus_api
19187,0.109,2023-05-27T06:30:00+01:00,2023-05-27T07:00:00+01:00,kwh,electrity,octopus_api
19188,0.102,2023-05-27T06:00:00+01:00,2023-05-27T06:30:00+01:00,kwh,electrity,octopus_api
19189,0.118,2023-05-27T05:30:00+01:00,2023-05-27T06:00:00+01:00,kwh,electrity,octopus_api
19190,0.103,2023-05-27T05:00:00+01:00,2023-05-27T05:30:00+01:00,kwh,electrity,octopus_api
19191,0.13,2023-05-27T04:30:00+01:00,2023-05-27T05:00:00+01:00,kwh,electrity,octopus_api
19192,0.091,2023-05-27T04:00:00+01:00,2023-05-27T04:30:00+01:00,kwh,electrity,octopus_api
19193,0.122,2023-05-27T03:30:00+01:00,2023-05-27T04:00:00+01:00,kwh,electrity,octopus_api
19194,0.119,2023-05-27T03:00:00+01:00,2023-05-27T03:30:00+01:00,kwh,electrity,octopus_api
19195,0.091,2023-05-27T02:30:00+01:00,2023-05-27T03:00:00+01:00,kwh,electrity,octopus_api
19196,0.132,2023-05-27T02:00:00+01:00,2023-05-27T02:30:00+01:00,kwh,electrity,octopus_api
19197,0.105,2023-05-27T01:30:00+01:00,2023-05-27T02:00:00+01:00,kwh,electrity,octopus_api
19198,0.135,2023-05-27T01:00:00+01:00,2023-05-27T01:30:00+01:00,kwh,electrity,octopus_api
19199,0.091,2023-05-27T00:30:00+01:00,2023-05-27T01:00:00+01:00,kwh,electrity,octopus_api
19200,0.23,2023-05-27T00:00:00+01:00,2023-05-27T00:30:00+01:00,kwh,electrity,octopus_api
19201,0.179,2023-05-26T23:30:00+01:00,2023-05-27T00:00:00+01:00,kwh,electrity,octopus_api
19202,0.13,2023-05-26T23:00:00+01:00,2023-05-26T23:30:00+01:00,kwh,electrity,octopus_api
19203,0.149,2023-05-26T22:30:00+01:00,2023-05-26T23:00:00+01:00,kwh,electrity,octopus_api
19204,1.656,2023-05-26T22:00:00+01:00,2023-05-26T22:30:00+01:00,kwh,electrity,octopus_api
19205,0.661,2023-05-26T21:30:00+01:00,2023-05-26T22:00:00+01:00,kwh,electrity,octopus_api
19206,0.212,2023-05-26T21:00:00+01:00,2023-05-26T21:30:00+01:00,kwh,electrity,octopus_api
19207,0.323,2023-05-26T20:30:00+01:00,2023-05-26T21:00:00+01:00,kwh,electrity,octopus_api
19208,0.351,2023-05-26T20:00:00+01:00,2023-05-26T20:30:00+01:00,kwh,electrity,octopus_api
19209,0.221,2023-05-26T19:30:00+01:00,2023-05-26T20:00:00+01:00,kwh,electrity,octopus_api
19210,0.158,2023-05-26T19:00:00+01:00,2023-05-26T19:30:00+01:00,kwh,electrity,octopus_api
19211,0.437,2023-05-26T18:30:00+01:00,2023-05-26T19:00:00+01:00,kwh,electrity,octopus_api
19212,0.621,2023-05-26T18:00:00+01:00,2023-05-26T18:30:00+01:00,kwh,electrity,octopus_api
19213,0.789,2023-05-26T17:30:00+01:00,2023-05-26T18:00:00+01:00,kwh,electrity,octopus_api
19214,0.143,2023-05-26T17:00:00+01:00,2023-05-26T17:30:00+01:00,kwh,electrity,octopus_api
19215,0.187,2023-05-26T16:30:00+01:00,2023-05-26T17:00:00+01:00,kwh,electrity,octopus_api
19216,0.129,2023-05-26T16:00:00+01:00,2023-05-26T16:30:00+01:00,kwh,electrity,octopus_api
19217,0.13,2023-05-26T15:30:00+01:00,2023-05-26T16:00:00+01:00,kwh,electrity,octopus_api
19218,0.197,2023-05-26T15:00:00+01:00,2023-05-26T15:30:00+01:00,kwh,electrity,octopus_api
19219,0.133,2023-05-26T14:30:00+01:00,2023-05-26T15:00:00+01:00,kwh,electrity,octopus_api
19220,0.147,2023-05-26T14:00:00+01:00,2023-05-26T14:30:00+01:00,kwh,electrity,octopus_api
19221,0.154,2023-05-26T13:30:00+01:00,2023-05-26T14:00:00+01:00,kwh,electrity,octopus_api
19222,0.1,2023-05-26T13:00:00+01:00,2023-05-26T13:30:00+01:00,kwh,electrity,octopus_api
19223,0.141,2023-05-26T12:30:00+01:00,2023-05-26T13:00:00+01:00,kwh,electrity,octopus_api
19224,0.106,2023-05-26T12:00:00+01:00,2023-05-26T12:30:00+01:00,kwh,electrity,octopus_api
19225,0.196,2023-05-26T11:30:00+01:00,2023-05-26T12:00:00+01:00,kwh,electrity,octopus_api
19226,0.118,2023-05-26T11:00:00+01:00,2023-05-26T11:30:00+01:00,kwh,electrity,octopus_api
19227,0.121,2023-05-26T10:30:00+01:00,2023-05-26T11:00:00+01:00,kwh,electrity,octopus_api
19228,0.141,2023-05-26T10:00:00+01:00,2023-05-26T10:30:00+01:00,kwh,electrity,octopus_api
19229,0.138,2023-05-26T09:30:00+01:00,2023-05-26T10:00:00+01:00,kwh,electrity,octopus_api
19230,0.181,2023-05-26T09:00:00+01:00,2023-05-26T09:30:00+01:00,kwh,electrity,octopus_api
19231,0.086,2023-05-26T08:30:00+01:00,2023-05-26T09:00:00+01:00,kwh,electrity,octopus_api
19232,1.38,2023-05-26T08:00:00+01:00,2023-05-26T08:30:00+01:00,kwh,electrity,octopus_api
19233,0.503,2023-05-26T07:30:00+01:00,2023-05-26T08:00:00+01:00,kwh,electrity,octopus_api
19234,0.185,2023-05-26T07:00:00+01:00,2023-05-26T07:30:00+01:00,kwh,electrity,octopus_api
19235,0.214,2023-05-26T06:30:00+01:00,2023-05-26T07:00:00+01:00,kwh,electrity,octopus_api
19236,0.113,2023-05-26T06:00:00+01:00,2023-05-26T06:30:00+01:00,kwh,electrity,octopus_api
19237,0.106,2023-05-26T05:30:00+01:00,2023-05-26T06:00:00+01:00,kwh,electrity,octopus_api
19238,0.116,2023-05-26T05:00:00+01:00,2023-05-26T05:30:00+01:00,kwh,electrity,octopus_api
19239,0.104,2023-05-26T04:30:00+01:00,2023-05-26T05:00:00+01:00,kwh,electrity,octopus_api
19240,0.115,2023-05-26T04:00:00+01:00,2023-05-26T04:30:00+01:00,kwh,electrity,octopus_api
19241,0.107,2023-05-26T03:30:00+01:00,2023-05-26T04:00:00+01:00,kwh,electrity,octopus_api
19242,0.117,2023-05-26T03:00:00+01:00,2023-05-26T03:30:00+01:00,kwh,electrity,octopus_api
19243,0.255,2023-05-26T02:30:00+01:00,2023-05-26T03:00:00+01:00,kwh,electrity,octopus_api
19244,0.091,2023-05-26T02:00:00+01:00,2023-05-26T02:30:00+01:00,kwh,electrity,octopus_api
